original_glcm_Autocorrelation;original_glcm_ClusterProminence;original_glcm_ClusterShade;original_glcm_ClusterTendency;original_glcm_Contrast;original_glcm_Correlation;original_glcm_DifferenceAverage;original_glcm_DifferenceEntropy;original_glcm_DifferenceVariance;original_glcm_Id;original_glcm_Idm;original_glcm_Idmn;original_glcm_Idn;original_glcm_Imc1;original_glcm_Imc2;original_glcm_InverseVariance;original_glcm_JointAverage;original_glcm_JointEnergy;original_glcm_JointEntropy;original_glcm_MCC;original_glcm_MaximumProbability;original_glcm_SumAverage;original_glcm_SumEntropy;original_glcm_SumSquares;HasContrast
8,598;2432,974;168,441;18,141;0,728;0,923;0,285;0,938;0,645;0,899;0,891;0,995;0,979;-0,539;0,904;0,129;2,06;0,528;2,309;0,942;0,725;4,12;1,92;4,717;0
7,085;2043,299;145,166;15,106;0,616;0,922;0,222;0,773;0,565;0,923;0,918;0,996;0,984;-0,575;0,886;0,099;1,861;0,61;1,908;0,946;0,78;3,722;1,61;3,93;0
7,673;2098,945;150,62;16,219;0,713;0,916;0,269;0,894;0,64;0,906;0,899;0,995;0,98;-0,533;0,89;0,12;1,948;0,559;2,167;0,939;0,746;3,897;1,803;4,233;0
6,022;1993,861;139,605;13,253;0,565;0,918;0,18;0,64;0,531;0,941;0,937;0,996;0,987;-0,596;0,846;0,071;1,688;0,706;1,487;0,951;0,839;3,376;1,254;3,455;0
5,076;1595,438;113,373;10,784;0,567;0,9;0,182;0,648;0,533;0,94;0,936;0,996;0,987;-0,56;0,825;0,073;1,588;0,709;1,476;0,931;0,842;3,176;1,241;2,838;0
8,628;2305,781;162,442;18,095;0,668;0,929;0,264;0,889;0,597;0,906;0,899;0,995;0,98;-0,563;0,908;0,122;2,067;0,541;2,227;0,951;0,734;4,133;1,865;4,691;0
8,382;2203,556;156,009;17,474;0,711;0,922;0,27;0,899;0,636;0,905;0,898;0,995;0,98;-0,555;0,906;0,124;2,047;0,537;2,245;0,946;0,731;4,094;1,877;4,546;0
11,444;2883,681;192,533;23,168;0,724;0,939;0,269;0,895;0,649;0,903;0,897;0,995;0,98;-0,598;0,942;0,139;2,415;0,44;2,567;0,958;0,658;4,83;2,216;5,973;0
9,105;2306,744;161,428;18,633;0,713;0,926;0,291;0,959;0,627;0,894;0,887;0,995;0,978;-0,545;0,917;0,141;2,151;0,487;2,459;0,945;0,695;4,301;2,058;4,837;0
8,496;2440,957;166,725;17,704;0,725;0,921;0,255;0,853;0,657;0,91;0,904;0,995;0,981;-0,571;0,918;0,129;2,062;0,489;2,336;0,947;0,695;4,124;2,016;4,607;0
14,193;2307,636;150,921;25,231;4,368;0,705;1,169;2,119;2,993;0,695;0,655;0,971;0,919;-0,219;0,813;0,21;2,996;0,207;4,429;0,756;0,448;5,992;3,204;7,4;0
7,269;1931,293;137,276;14,886;0,776;0,901;0,303;0,978;0,683;0,892;0,884;0,995;0,977;-0,493;0,886;0,14;1,934;0,511;2,365;0,92;0,712;3,869;1,956;3,916;0
9,109;1853,277;139,416;18,283;0,936;0,903;0,351;1,067;0,811;0,881;0,87;0,993;0,974;-0,513;0,906;0,139;2,184;0,498;2,493;0,945;0,703;4,369;2,016;4,805;0
7,704;1856,327;139,317;16,169;0,764;0,91;0,267;0,874;0,691;0,91;0,902;0,995;0,98;-0,555;0,888;0,107;1,963;0,591;2,03;0,951;0,767;3,926;1,673;4,233;0
9,164;1916,401;140,996;18,277;0,754;0,921;0,311;0,999;0,656;0,889;0,88;0,995;0,976;-0,54;0,913;0,139;2,187;0,498;2,435;0,951;0,703;4,374;2,001;4,758;0
12,365;2200,527;150,822;23,445;1,487;0,881;0,52;1,356;1,213;0,834;0,815;0,99;0,962;-0,476;0,92;0,162;2,622;0,404;2,998;0,96;0,632;5,244;2,327;6,233;0
11,193;2420,428;167,934;22,185;0,801;0,93;0,345;1,076;0,68;0,875;0,865;0,994;0,974;-0,542;0,928;0,155;2,418;0,45;2,664;0,959;0,668;4,836;2,184;5,746;0
7,364;2011,147;143,575;15,414;0,712;0,912;0,261;0,872;0,642;0,909;0,902;0,995;0,981;-0,539;0,891;0,12;1,92;0,556;2,147;0,937;0,743;3,841;1,802;4,031;0
10,285;2477,58;171,776;20,69;0,764;0,929;0,331;1,052;0,652;0,878;0,869;0,994;0,975;-0,529;0,925;0,163;2,303;0,434;2,717;0,945;0,655;4,606;2,26;5,364;0
9,679;2390,282;167,303;19,694;0,752;0,926;0,322;1,032;0,646;0,882;0,873;0,995;0,975;-0,524;0,918;0,156;2,223;0,458;2,61;0,943;0,673;4,447;2,168;5,111;0
9,387;3108,298;206,021;20,829;1,508;0,865;0,42;1,13;1,327;0,876;0,863;0,99;0,97;-0,456;0,873;0,12;2,135;0,524;2,441;0,901;0,722;4,269;1,948;5,584;0
10,209;2749,255;182,132;20,897;0,649;0,94;0,235;0,811;0,592;0,916;0,911;0,996;0,982;-0,629;0,937;0,121;2,269;0,494;2,307;0,967;0,699;4,537;1,999;5,387;0
9,605;2285,407;160,162;19,276;0,776;0,923;0,33;1,046;0,665;0,879;0,87;0,994;0,975;-0,518;0,918;0,16;2,232;0,448;2,657;0,941;0,666;4,463;2,204;5,013;0
7,539;2147,219;153,295;16,123;0,76;0,91;0,264;0,869;0,689;0,91;0,903;0,995;0,98;-0,541;0,887;0,113;1,923;0,574;2,095;0,937;0,756;3,846;1,747;4,221;0
13,342;4005,72;259,436;28,838;1,516;0,9;0,461;1,22;1,3;0,861;0,846;0,99;0,967;-0,499;0,917;0,13;2,552;0,469;2,77;0,944;0,683;5,103;2,196;7,589;1
7,551;2045,752;146,405;15,763;0,709;0,914;0,275;0,913;0,632;0,902;0,895;0,995;0,979;-0,525;0,892;0,129;1,946;0,534;2,248;0,933;0,729;3,893;1,88;4,118;0
6,273;1904,656;132,605;13,183;0,676;0,902;0,258;0,87;0,608;0,909;0,902;0,995;0,981;-0,499;0,859;0,117;1,774;0,587;2,019;0,922;0,764;3,548;1,679;3,465;0
9,205;2331,768;164,968;19,111;1,488;0,856;0,505;1,323;1,23;0,842;0,824;0,99;0,963;-0,391;0,864;0,15;2,191;0,45;2,833;0,88;0,669;4,381;2,22;5,15;0
6,879;1969,525;140,191;14,49;0,757;0,901;0,282;0,924;0,675;0,902;0,894;0,995;0,979;-0,494;0,87;0,125;1,856;0,557;2,165;0,922;0,744;3,713;1,793;3,812;0
10,403;2493,894;173,043;20,978;0,715;0,934;0,313;1,016;0,615;0,883;0,875;0,995;0,976;-0,539;0,927;0,161;2,31;0,439;2,669;0,952;0,658;4,621;2,235;5,423;0
7,326;1934,896;138,75;15,084;0,716;0,909;0,295;0,968;0,628;0,893;0,885;0,995;0,978;-0,492;0,883;0,141;1,932;0,517;2,331;0,928;0,716;3,865;1,931;3,95;0
5,925;1514,926;110,641;11,795;0,722;0,885;0,293;0,963;0,635;0,893;0,885;0,995;0,978;-0,454;0,857;0,146;1,777;0,513;2,266;0,905;0,713;3,554;1,877;3,129;0
5,694;1530,621;110,923;11,534;0,747;0,878;0,287;0,94;0,663;0,897;0,89;0,995;0,978;-0,444;0,837;0,137;1,731;0,551;2,128;0,903;0,739;3,463;1,759;3,07;0
7,194;2066,371;142,536;14,816;1,133;0,858;0,399;1,155;0,97;0,866;0,853;0,992;0,97;-0,416;0,859;0,155;1,942;0,475;2,565;0,879;0,687;3,885;2,065;3,987;0
7,653;1747,595;127,728;14,902;0,849;0,892;0,372;1,138;0,708;0,861;0,851;0,994;0,972;-0,436;0,887;0,189;2,035;0,406;2,781;0,908;0,631;4,069;2,276;3,938;0
5,992;1498,924;110,301;11,902;0,73;0,884;0,298;0,975;0,64;0,891;0,883;0,995;0,977;-0,453;0,859;0,147;1,789;0,51;2,294;0,904;0,71;3,577;1,896;3,158;0
6,966;1717,235;124,687;13,9;0,633;0,913;0,214;0,746;0,585;0,926;0,921;0,996;0,984;-0,634;0,93;0,105;1,91;0,516;2,165;0,951;0,713;3,82;1,885;3,633;0
8,109;2140,166;152,111;16,818;0,94;0,894;0,353;1,074;0,814;0,879;0,868;0,993;0,974;-0,471;0,885;0,142;2,035;0,497;2,5;0,915;0,703;4,069;2,031;4,44;0
6,936;1897,477;135,729;14,394;0,741;0,902;0,286;0,936;0,657;0,899;0,891;0,995;0,979;-0,499;0,877;0,127;1,877;0,545;2,218;0,921;0,736;3,754;1,834;3,784;0
9,685;2622,024;175,884;19,423;0,791;0,922;0,315;1,006;0,688;0,883;0,876;0,995;0,976;-0,537;0,932;0,17;2,242;0,397;2,792;0,938;0,624;4,484;2,375;5,053;0
9,647;2399,179;167,169;19,553;0,98;0,905;0,404;1,185;0,815;0,859;0,846;0,993;0,97;-0,466;0,904;0,162;2,237;0,437;2,811;0,92;0,658;4,474;2,267;5,133;0
8,8;2597,594;177,089;18,749;1,292;0,871;0,431;1,194;1,104;0,863;0,848;0,991;0,969;-0,431;0,872;0,14;2,106;0,486;2,61;0,894;0,695;4,212;2,08;5,01;0
9,126;2176,107;154,438;18,124;0,897;0,906;0,398;1,188;0,736;0,853;0,841;0,993;0,97;-0,445;0,9;0,194;2,195;0,392;2,915;0,921;0,621;4,391;2,378;4,755;0
9,144;2548,451;178,763;19,795;0,816;0,921;0,27;0,866;0,741;0,912;0,905;0,994;0,98;-0,565;0,89;0,101;2,097;0,591;2;0,958;0,767;4,195;1,65;5,153;0
10,734;2848,045;190,78;21,875;0,712;0,937;0,275;0,912;0,634;0,9;0,894;0,995;0,979;-0,584;0,94;0,143;2,333;0,433;2,616;0,951;0,653;4,666;2,256;5,647;0
10,593;2535,521;173,298;21,032;0,767;0,93;0,339;1,072;0,649;0,873;0,864;0,994;0,974;-0,519;0,928;0,175;2,351;0,404;2,831;0,942;0,631;4,702;2,363;5,45;0
5,793;1510,726;110,981;11,727;0,551;0,91;0,25;0,87;0,487;0,908;0,9;0,996;0,981;-0,491;0,854;0,119;1,732;0,584;2,014;0,921;0,763;3,464;1,674;3,069;0
7,95;2366,628;165,351;17,176;0,801;0,911;0,27;0,875;0,726;0,91;0,903;0,995;0,98;-0,544;0,889;0,11;1,964;0,576;2,102;0,937;0,758;3,928;1,75;4,494;0
8,755;2302,37;161,695;18,088;0,783;0,917;0,31;0,996;0,685;0,889;0,881;0,995;0,977;-0,516;0,907;0,146;2,105;0,483;2,494;0,934;0,692;4,209;2,076;4,718;0
9,157;2347,083;163,782;18,712;0,793;0,919;0,333;1,052;0,68;0,88;0,87;0,994;0,975;-0,503;0,909;0,154;2,163;0,463;2,612;0,933;0,677;4,325;2,155;4,876;0
5,967;1545,93;114,106;12,085;0,591;0,907;0,184;0,649;0,556;0,94;0,936;0,996;0,987;-0,636;0,91;0,079;1,759;0,574;1,893;0,942;0,753;3,518;1,658;3,169;0
6,721;1864,137;134,748;14,126;0,772;0,896;0,275;0,898;0,695;0,906;0,898;0,995;0,98;-0,504;0,87;0,117;1,839;0,57;2,111;0,92;0,753;3,678;1,75;3,724;0
8,002;2259,1;159,349;17,042;0,791;0,911;0,277;0,899;0,712;0,906;0,899;0,995;0,98;-0,539;0,893;0,116;1,985;0,56;2,172;0,937;0,747;3,97;1,805;4,458;0
8,311;2630,565;177,659;17,878;0,691;0,926;0,227;0,774;0,638;0,922;0,917;0,996;0,983;-0,601;0,916;0,109;2,004;0,543;2,135;0,95;0,734;4,007;1,849;4,642;0
9,569;2676,194;178,318;19,433;0,765;0,924;0,288;0,939;0,68;0,894;0,889;0,995;0,978;-0,558;0,932;0,155;2,214;0,421;2,641;0,942;0,643;4,428;2,267;5,05;0
11,369;2609,494;174,663;21,848;0,759;0,933;0,336;1,059;0,643;0,871;0,864;0,995;0,974;-0,538;0,943;0,191;2,469;0,349;3,008;0,946;0,583;4,938;2,553;5,652;0
6,79;1979,845;140,561;14,405;0,769;0,899;0,276;0,9;0,692;0,906;0,898;0,995;0,98;-0,504;0,868;0,115;1,839;0,577;2,089;0,922;0,758;3,678;1,725;3,794;0
7,084;1821,543;132,634;14,587;0,726;0,905;0,29;0,951;0,64;0,897;0,888;0,995;0,978;-0,498;0,88;0,132;1,902;0,54;2,248;0,928;0,733;3,805;1,858;3,828;0
9,922;2110,436;150,928;19,361;0,95;0,907;0,412;1,209;0,777;0,852;0,839;0,993;0,969;-0,464;0,911;0,18;2,306;0,4;2,954;0,924;0,629;4,613;2,391;5,078;0
6,605;1936,777;137,258;13,992;0,767;0,896;0,273;0,893;0,69;0,907;0,899;0,995;0,98;-0,5;0,863;0,115;1,816;0,585;2,057;0,922;0,763;3,632;1,702;3,69;0
8,493;1987,137;142,87;16,893;0,903;0,898;0,367;1,117;0,767;0,869;0,858;0,994;0,972;-0,473;0,902;0,167;2,12;0,435;2,733;0,919;0,656;4,241;2,237;4,449;0
8,208;1919,258;138,602;16,307;0,896;0,896;0,371;1,128;0,756;0,867;0,856;0,994;0,972;-0,46;0,895;0,167;2,087;0,439;2,719;0,913;0,659;4,174;2,215;4,301;0
8,279;1974,083;142,372;16,605;1,031;0,883;0,405;1,183;0,864;0,861;0,848;0,993;0,97;-0,441;0,888;0,162;2,094;0,444;2,755;0,903;0,663;4,188;2,215;4,409;0
9,71;2624,601;182,903;20,635;0,625;0,941;0,238;0,821;0,567;0,916;0,91;0,996;0,982;-0,604;0,917;0,113;2,17;0,551;2,131;0,964;0,739;4,339;1,813;5,315;0
8,28;2358,57;167,127;17,811;0,685;0,926;0,251;0,846;0,62;0,913;0,906;0,995;0,981;-0,562;0,897;0,112;2;0,572;2,094;0,948;0,755;3,999;1,758;4,624;0
9,19;2683,536;185,457;19,829;0,609;0,94;0,233;0,811;0,553;0,917;0,911;0,996;0,983;-0,598;0,911;0,11;2,094;0,566;2,088;0,959;0,75;4,188;1,773;5,109;0
11,297;2566,389;179,425;22,847;0,591;0,95;0,257;0,887;0,523;0,903;0,897;0,996;0,98;-0,608;0,94;0,138;2,394;0,469;2,468;0,968;0,681;4,789;2,114;5,859;0
7,358;2154,602;154,289;15,964;0,651;0,922;0,214;0,737;0,604;0,929;0,923;0,996;0,984;-0,589;0,886;0,092;1,879;0,62;1,845;0,949;0,786;3,758;1,569;4,154;0
10,956;2698,197;186,786;22,725;0,78;0,934;0,307;0,984;0,684;0,892;0,883;0,994;0,977;-0,565;0,922;0,134;2,339;0,501;2,411;0,962;0,705;4,678;1,993;5,876;0
9,117;2478,055;174,724;19,436;0,612;0,939;0,239;0,827;0,553;0,915;0,909;0,996;0,982;-0,593;0,91;0,113;2,1;0,564;2,098;0,961;0,749;4,201;1,774;5,012;0
12,476;3597,936;237,408;27,035;1,606;0,888;0,47;1,221;1,382;0,863;0,847;0,989;0,967;-0,48;0,9;0,122;2,474;0,49;2,642;0,935;0,698;4,947;2,078;7,16;0
12,569;3422,755;223,887;26,152;0,754;0,944;0,267;0,88;0,68;0,907;0,901;0,995;0,98;-0,61;0,941;0,126;2,494;0,463;2,487;0,962;0,676;4,988;2,139;6,726;0
7,062;2325,007;160,774;15,632;0,66;0,919;0,215;0,734;0,612;0,93;0,924;0,996;0,984;-0,576;0,867;0,085;1,822;0,655;1,726;0,946;0,808;3,644;1,448;4,073;0
8,539;2667,254;183,398;18,782;0,766;0,922;0,26;0,847;0,697;0,915;0,907;0,995;0,981;-0,562;0,889;0,101;2,009;0,598;2,007;0,949;0,772;4,017;1,666;4,887;0
10,09;3338,476;223,606;22,604;0,822;0,93;0,276;0,881;0,744;0,91;0,902;0,994;0,98;-0,567;0,9;0,103;2,155;0,582;2,106;0,954;0,762;4,31;1,742;5,857;1
14,343;3668,101;232,766;28,961;0,725;0,951;0,274;0,903;0,648;0,903;0,897;0,995;0,98;-0,617;0,95;0,134;2,699;0,424;2,634;0,967;0,644;5,398;2,274;7,422;0
8,348;2664,186;182,379;18,451;0,698;0,927;0,231;0,776;0,643;0,924;0,918;0,995;0,983;-0,589;0,888;0,092;1,977;0,62;1,866;0,955;0,786;3,954;1,567;4,787;0
8,769;2797,074;189,296;19,225;0,752;0,925;0,258;0,851;0,684;0,913;0,906;0,995;0,981;-0,566;0,897;0,107;2,037;0,579;2,073;0,948;0,759;4,075;1,734;4,994;0
11,493;2849,371;193,085;23,381;0,88;0,927;0,367;1,116;0,742;0,87;0,858;0,994;0,972;-0,525;0,928;0,158;2,422;0,437;2,783;0,95;0,658;4,845;2,278;6,065;0
9,023;2572,246;177,964;19,256;0,724;0,928;0,277;0,911;0,646;0,904;0,896;0,995;0,979;-0,565;0,908;0,117;2,095;0,55;2,224;0,953;0,74;4,19;1,844;4,995;0
9,2;2476,421;173,381;19,343;0,644;0,936;0,263;0,892;0,573;0,905;0,898;0,995;0,98;-0,575;0,917;0,126;2,127;0,526;2,291;0,955;0,723;4,255;1,927;4,997;0
8,007;2326,368;162,333;17,118;0,644;0,927;0,241;0,826;0,584;0,916;0,909;0,996;0,982;-0,581;0,901;0,107;1,972;0,583;2,041;0,952;0,762;3,944;1,711;4,441;0
7,132;1706,12;124,591;14,162;1,448;0,814;0,517;1,362;1,178;0,833;0,816;0,99;0,962;-0,333;0,826;0,171;1,988;0,421;2,896;0,829;0,645;3,977;2,255;3,903;0
6,309;1446,294;107,786;12,219;0,974;0,852;0,388;1,156;0,821;0,862;0,851;0,993;0,971;-0,397;0,852;0,172;1,87;0,447;2,629;0,873;0,664;3,74;2,117;3,298;0
7,6;2327,18;161,356;16,346;0,837;0,903;0,3;0,952;0,745;0,899;0,89;0,994;0,978;-0,499;0,877;0,121;1,93;0,556;2,22;0,923;0,744;3,859;1,825;4,296;0
9,039;2600,248;178,248;19,205;0,509;0,948;0,212;0,772;0,463;0,921;0,916;0,996;0,984;-0,613;0,918;0,112;2,089;0,555;2,093;0,965;0,742;4,179;1,805;4,928;0
9,001;2380,834;167,928;18,917;0,793;0,92;0,297;0,956;0,703;0,897;0,889;0,994;0,978;-0,536;0,904;0,13;2,114;0,521;2,337;0,945;0,72;4,228;1,939;4,927;0
9,979;2764,507;189,511;21,241;1,48;0,87;0,479;1,263;1,248;0,853;0,836;0,99;0,965;-0,428;0,877;0,136;2,245;0,476;2,715;0,901;0,688;4,49;2,138;5,68;0
8,175;2530,874;173,316;17,734;0,668;0,927;0,242;0,823;0,608;0,917;0,91;0,995;0,982;-0,577;0,896;0,105;1,977;0,59;2,013;0,954;0,767;3,954;1,688;4,601;0
5,73;1798,668;128,417;12,459;0,604;0,908;0,185;0,648;0,569;0,94;0,936;0,996;0,987;-0,584;0,839;0,072;1,663;0,707;1,48;0,947;0,84;3,326;1,247;3,266;0
8,821;2276,195;160,921;18,363;0,647;0,932;0,261;0,886;0,578;0,906;0,899;0,995;0,98;-0,573;0,912;0,123;2,096;0,537;2,231;0,957;0,731;4,191;1,871;4,753;0
12,022;2365,927;160,01;22,122;0,492;0,956;0,256;0,891;0,423;0,895;0,891;0,996;0,98;-0,609;0,961;0,168;2,572;0,326;2,981;0,965;0,558;5,144;2,628;5,654;0
9,025;2975,837;205,418;20,342;0,86;0,919;0,298;0,928;0,769;0,904;0,894;0,994;0,978;-0,53;0,884;0,102;2,038;0,596;2,118;0,942;0,771;4,076;1,726;5,3;1
8,073;2206,634;154,753;16,827;0,805;0,909;0,312;0,99;0,706;0,892;0,882;0,994;0,977;-0,517;0,897;0,131;2,017;0,525;2,357;0,932;0,723;4,034;1,935;4,408;0
7,26;1984,02;141,187;15,039;0,719;0,909;0,292;0,957;0,633;0,895;0,887;0,995;0,978;-0,5;0,885;0,135;1,918;0,527;2,299;0,925;0,724;3,837;1,903;3,94;0
8,923;1953,547;142,543;17,512;1,02;0,89;0,425;1,233;0,837;0,848;0,835;0,993;0,968;-0,435;0,897;0,186;2,191;0,397;2,949;0,908;0,626;4,382;2,374;4,633;0
6,555;1633,36;121,254;13,316;0,7;0,9;0,284;0,942;0,618;0,897;0,889;0,995;0,978;-0,486;0,873;0,137;1,844;0,531;2,245;0,921;0,726;3,688;1,862;3,504;0
7,245;1741,755;128,49;14,58;0,742;0,903;0,316;1,018;0,641;0,884;0,875;0,995;0,976;-0,477;0,885;0,152;1,946;0,488;2,451;0,921;0,696;3,891;2,02;3,83;0
10,192;2126,78;150,594;19,376;0,879;0,913;0,4;1,193;0,716;0,849;0,838;0,994;0,969;-0,473;0,924;0,209;2,36;0,341;3,122;0,929;0,576;4,719;2,569;5,064;0
7,071;1634,163;122,523;14,075;0,541;0,926;0,205;0,74;0,498;0,926;0,921;0,996;0,985;-0,626;0,928;0,108;1,92;0,513;2,179;0,951;0,711;3,841;1,902;3,654;0
9,262;2047,816;148,084;18,224;1,03;0,893;0,421;1,222;0,85;0,85;0,837;0,993;0,968;-0,443;0,902;0,188;2,228;0,392;2,965;0,913;0,621;4,456;2,398;4,814;0
10,929;2080,078;147,614;20,263;1,261;0,883;0,544;1,437;0,96;0,806;0,788;0,991;0,959;-0,396;0,905;0,23;2,486;0,297;3,494;0,898;0,539;4,971;2,762;5,381;0
11,598;2039,818;141,759;20,613;0,852;0,921;0,453;1,291;0,644;0,821;0,809;0,994;0,965;-0,455;0,932;0,251;2,58;0,265;3,481;0,933;0,503;5,161;2,848;5,366;0
12,042;2206,573;151,588;21,638;1,174;0,897;0,537;1,425;0,881;0,802;0,785;0,991;0,959;-0,415;0,921;0,252;2,632;0,257;3,649;0,912;0,497;5,263;2,913;5,703;0
7,433;2039,651;145,215;15,502;0,768;0,906;0,304;0,982;0,674;0,892;0,883;0,995;0,977;-0,486;0,879;0,139;1,936;0,52;2,318;0,925;0,719;3,873;1,912;4,068;0
8,285;2133,047;153,084;17,2;0,827;0,908;0,321;1,015;0,722;0,887;0,878;0,994;0,976;-0,498;0,894;0,141;2,048;0,502;2,423;0,929;0,706;4,095;1,992;4,507;0
7,26;1905,658;137,846;14,985;0,719;0,908;0,297;0,972;0,63;0,892;0,884;0,995;0,978;-0,488;0,88;0,142;1,922;0,517;2,315;0,928;0,716;3,844;1,916;3,926;0
11,527;2385,273;162,846;21,756;0,729;0,935;0,363;1,128;0,595;0,857;0,848;0,995;0,972;-0,515;0,939;0,206;2,504;0,338;3,086;0,947;0,573;5,008;2,579;5,621;0
8,807;2638,235;179,859;18,887;1,182;0,882;0,396;1,134;1,022;0,871;0,859;0,992;0,971;-0,453;0,877;0,139;2,093;0,499;2,518;0,907;0,704;4,186;2,026;5,017;0
7,001;2030,44;143,624;14,789;0,71;0,908;0,273;0,908;0,634;0,903;0,896;0,995;0,979;-0,503;0,873;0,124;1,866;0,558;2,142;0,928;0,745;3,732;1,778;3,875;0
9,501;2255,475;163,772;19,614;0,732;0,928;0,302;0,981;0,639;0,891;0,883;0,995;0,977;-0,541;0,915;0,139;2,186;0,499;2,449;0,95;0,704;4,373;2,033;5,086;0
11,617;3294,132;226,763;25,083;0,659;0,949;0,249;0,848;0,595;0,912;0,906;0,995;0,981;-0,61;0,937;0,118;2,347;0,502;2,407;0,963;0,706;4,695;2,061;6,435;1
10,544;3316,501;227,701;23,443;0,818;0,933;0,305;0,97;0,723;0,895;0,887;0,994;0,977;-0,534;0,907;0,126;2,211;0,53;2,382;0,946;0,726;4,422;1,97;6,065;1
7,952;2034,333;149,727;16,765;0,698;0,92;0,264;0,884;0,626;0,907;0,9;0,995;0,98;-0,543;0,893;0,119;1,984;0,56;2,15;0,944;0,747;3,967;1,795;4,366;0
15,769;3647,114;240,175;32,027;0,734;0,955;0,28;0,921;0,652;0,9;0,894;0,995;0,979;-0,618;0,955;0,136;2,819;0,424;2,738;0,971;0,646;5,637;2,349;8,19;1
9,351;2738,939;189,586;20,507;1,341;0,877;0,4;1,096;1,179;0,882;0,868;0,991;0,971;-0,479;0,876;0,109;2,135;0,554;2,324;0,926;0,743;4,27;1,843;5,462;0
5,991;1647,173;118,302;12,322;0,557;0,914;0,202;0,722;0,514;0,929;0,925;0,996;0,985;-0,558;0,872;0,099;1,746;0,604;1,856;0,941;0,775;3,493;1,599;3,22;0
9,617;2112,05;152,302;19,036;0,712;0,928;0,325;1,046;0,604;0,877;0,868;0,995;0,975;-0,518;0,922;0,17;2,244;0,428;2,718;0,946;0,65;4,488;2,269;4,937;0
6,144;1701,947;124,321;12,879;0,722;0,894;0,255;0,851;0,655;0,913;0,906;0,995;0,981;-0,504;0,857;0,111;1,762;0,597;1,974;0,923;0,771;3,524;1,644;3,4;0
6,792;2161,891;153,073;15,609;2,69;0,706;0,57;1,25;2,357;0,865;0,849;0,984;0,962;-0,318;0,76;0,096;1,887;0,57;2,311;0,796;0,754;3,775;1,778;4,575;0
12,658;3428,061;225,254;26,624;1,583;0,888;0,511;1,314;1,319;0,846;0,827;0,989;0,963;-0,454;0,903;0,138;2,529;0,445;2,881;0,924;0,665;5,059;2,256;7,052;0
9,987;3165,418;210,372;21,864;1,219;0,894;0,39;1,109;1,064;0,877;0,864;0,992;0,972;-0,48;0,888;0,126;2,197;0,514;2,464;0,921;0,715;4,394;1,983;5,771;0
8,95;2887,921;192,226;19,506;0,798;0,921;0,27;0,875;0,723;0,91;0,903;0,995;0,98;-0,569;0,903;0,11;2,067;0,566;2,133;0,949;0,751;4,134;1,778;5,076;0
8,74;2685,316;182,976;19,024;0,69;0,93;0,245;0,825;0,628;0,917;0,91;0,995;0,982;-0,584;0,899;0,103;2,039;0,589;2,004;0,955;0,766;4,078;1,677;4,928;0
6,03;2013,109;139,194;13,168;0,633;0,908;0,207;0,714;0,589;0,932;0,926;0,996;0,985;-0,556;0,846;0,082;1,702;0,674;1,643;0,936;0,82;3,404;1,377;3,45;0
11,176;3123,291;209,803;23,838;1,574;0,876;0,49;1,277;1,331;0,852;0,835;0,989;0,965;-0,441;0,889;0,137;2,368;0,463;2,778;0,909;0,679;4,737;2,184;6,353;0
12,969;3216,181;212,115;26,443;1,746;0,876;0,585;1,442;1,4;0,822;0,8;0,988;0,957;-0,415;0,899;0,157;2,607;0,393;3,174;0,906;0,624;5,213;2,465;7,047;0
10,645;2869,701;191,794;22,026;0,712;0,937;0,288;0,95;0,627;0,896;0,888;0,995;0,978;-0,576;0,928;0,137;2,306;0,485;2,457;0,959;0,694;4,611;2,059;5,684;0
9,724;2666,077;182,915;20,384;0,789;0,926;0,311;0,997;0,69;0,889;0,881;0,994;0,977;-0,531;0,913;0,141;2,197;0,488;2,488;0,945;0,696;4,393;2,063;5,293;0
11,669;3217,665;211,688;24,292;1,699;0,869;0,552;1,389;1,39;0,831;0,811;0,988;0,96;-0,413;0,891;0,154;2,454;0,411;3,052;0,894;0,639;4,907;2,387;6,498;0
8,595;2427,273;167,643;18,026;0,509;0,945;0,183;0,671;0,474;0,936;0,932;0,997;0,986;-0,667;0,935;0,089;2,053;0,54;2,077;0,965;0,731;4,107;1,83;4,634;0
8,842;2920,001;193,61;19,286;0,657;0,934;0,214;0,736;0,609;0,928;0,923;0,996;0,984;-0,619;0,916;0,097;2,046;0,565;2,04;0,955;0,749;4,091;1,771;4,986;0
7,678;2387,966;165,22;16,689;0,645;0,926;0,229;0,788;0,591;0,921;0,915;0,996;0,983;-0,577;0,89;0,1;1,915;0,606;1,943;0,948;0,777;3,83;1,637;4,334;0
8,725;2641,441;180,781;18,832;0,675;0,931;0,259;0,872;0,607;0,909;0,902;0,995;0,981;-0,564;0,902;0,114;2,046;0,564;2,146;0,949;0,749;4,092;1,793;4,877;0
8,725;2641,441;180,781;18,832;0,675;0,931;0,259;0,872;0,607;0,909;0,902;0,995;0,981;-0,564;0,902;0,114;2,046;0,564;2,146;0,949;0,749;4,092;1,793;4,877;0
11,932;2574,707;173,351;23,259;0,725;0,94;0,324;1,041;0,618;0,879;0,87;0,995;0,975;-0,562;0,939;0,164;2,51;0,423;2,736;0,964;0,646;5,02;2,281;5,996;0
9,164;2375,424;166,872;19,102;0,725;0,927;0,284;0,935;0,642;0,899;0,891;0,995;0,979;-0,554;0,911;0,13;2,138;0,52;2,322;0,949;0,719;4,275;1,934;4,957;0
